customer_id,age,gender,country,signup_date,last_login_days,total_orders,avg_order_value,support_tickets,payment_issues,loyalty_points,email_open_rate,sms_click_rate,promotion_usage,last_purchase_date,days_since_last_purchase,churn
667,22,M,Perú,2022-11-26 18:50:52,14,5,49.37,0,0,1084,0.249,0.067,0.379,2025-05-27 18:50:52,175,0
668,52,M,Guatemala,2022-02-20 08:44:01,19,4,63.31,0,0,3368,0.055,0.113,0.46,2024-04-28 08:44:01,569,0
669,40,F,Chile,2019-05-26 02:59:44,21,5,89.56,1,0,71,0.425,0.151,0.776,2021-02-19 02:59:44,1733,1
670,46,F,Perú,2022-01-03 06:51:49,6,6,55.27,0,0,2527,0.428,0.32,0.33,2023-09-28 06:51:49,782,0
671,60,M,Chile,2022-11-17 09:20:23,33,1,38.75,0,0,2909,0.284,0.192,0.149,2026-03-20 09:20:23,0,0
672,28,M,Guatemala,2020-01-27 02:51:14,35,5,57.21,0,0,2628,0.116,0.09,0.337,2020-04-27 02:51:14,2031,0
673,35,F,Guatemala,2021-02-20 20:30:40,4,2,52.87,0,0,1449,0.117,0.195,0.351,2023-12-23 20:30:40,696,0
674,64,M,Guatemala,2019-04-28 09:35:31,22,10,121.0,0,0,2172,0.553,0.227,0.25,2019-11-03 09:35:31,2207,0
675,29,F,Colombia,2023-11-26 20:22:43,28,3,44.66,0,0,2321,0.075,0.29,0.554,2028-10-10 20:22:43,0,0
676,26,M,Colombia,2022-11-02 03:22:40,6,7,54.8,0,0,855,0.097,0.117,0.211,2025-10-12 03:22:40,37,0
677,27,F,Perú,2022-11-17 19:22:05,67,10,69.51,0,1,2401,0.329,0.295,0.47,2023-12-01 19:22:05,718,1
678,61,F,México,2021-08-29 19:13:38,19,4,57.16,0,1,696,0.078,0.285,0.508,2025-07-21 19:13:38,120,0
679,34,M,México,2021-04-16 15:22:43,3,6,77.2,0,0,894,0.457,0.022,0.133,2023-03-16 15:22:43,978,0
680,55,F,Colombia,2021-02-19 05:13:54,12,6,53.89,1,0,743,0.123,0.27,0.444,2022-08-17 05:13:54,1189,1
681,24,M,Chile,2020-08-16 19:57:17,19,7,41.8,1,0,1046,0.3,0.231,0.4,2024-08-21 19:57:17,454,0
682,63,M,Perú,2022-03-14 08:12:48,0,6,62.73,0,0,1385,0.679,0.009,0.483,2022-06-05 08:12:48,1262,0
683,30,M,Chile,2023-06-04 02:10:55,0,7,58.95,0,0,2933,0.183,0.651,0.253,2024-11-02 02:10:55,381,0
684,57,M,México,2022-11-30 02:48:50,1,7,68.64,0,0,4726,0.411,0.251,0.422,2023-07-28 02:48:50,844,0
685,59,F,Colombia,2021-07-14 23:42:12,23,6,39.43,0,0,1923,0.203,0.149,0.393,2024-07-04 23:42:12,501,1
686,26,M,Perú,2023-04-22 14:45:41,12,8,66.17,0,0,3613,0.401,0.202,0.344,2023-04-28 14:45:41,935,0
687,67,M,México,2022-06-07 14:34:45,67,2,84.59,0,0,820,0.139,0.071,0.394,2022-06-10 14:34:45,1257,0
688,44,M,Guatemala,2020-12-24 23:50:23,24,3,9.17,0,0,2674,0.126,0.222,0.635,2022-12-07 23:50:23,1076,0
689,19,M,Guatemala,2019-09-06 15:19:46,42,9,51.81,1,0,3343,0.616,0.323,0.274,2023-08-15 15:19:46,826,1
690,22,F,Guatemala,2023-11-19 13:15:06,34,11,31.22,2,1,3217,0.409,0.336,0.768,2027-07-28 13:15:06,0,0
691,46,M,Chile,2021-06-03 15:49:48,22,6,72.29,1,0,2783,0.484,0.427,0.436,2025-10-01 15:49:48,48,0
692,54,F,Guatemala,2022-10-15 21:29:31,40,3,52.64,0,0,4862,0.205,0.175,0.289,2022-11-25 21:29:31,1088,0
693,55,F,Guatemala,2020-07-13 09:03:23,23,6,34.78,0,0,3684,0.201,0.235,0.18,2023-04-02 09:03:23,961,0
694,36,F,México,2020-08-10 01:42:57,14,6,38.2,0,0,2483,0.346,0.098,0.139,2021-11-27 01:42:57,1452,0
695,25,M,Colombia,2022-04-22 11:14:08,17,6,94.33,1,0,2253,0.254,0.24,0.661,2025-03-26 11:14:08,237,0
696,65,M,México,2023-11-29 18:10:55,54,4,46.56,1,0,4006,0.381,0.512,0.127,2027-06-06 18:10:55,0,0
697,62,M,Colombia,2020-09-28 13:49:12,24,5,51.62,0,0,1106,0.476,0.106,0.458,2022-05-05 13:49:12,1293,0
698,18,M,Guatemala,2021-02-16 23:11:16,14,8,60.64,0,0,395,0.308,0.028,0.35,2023-06-11 23:11:16,890,0
699,39,F,Guatemala,2019-05-16 15:30:41,5,5,26.27,0,0,858,0.463,0.197,0.624,2019-07-24 15:30:41,2309,1
700,69,F,México,2020-11-18 11:10:17,20,7,74.14,1,0,224,0.296,0.109,0.133,2022-11-07 11:10:17,1107,0
701,34,M,México,2019-03-16 14:01:07,8,8,21.68,0,0,783,0.2,0.069,0.198,2020-02-22 14:01:07,2096,0
702,24,M,México,2019-10-16 15:08:18,93,3,69.41,0,0,2747,0.389,0.241,0.664,2024-09-13 15:08:18,431,1
703,42,M,Guatemala,2022-01-19 04:39:50,20,9,34.37,0,0,2381,0.079,0.188,0.268,2022-01-29 04:39:50,1389,0
704,62,M,Perú,2019-02-17 20:10:56,0,5,49.85,1,1,1805,0.359,0.074,0.411,2020-05-06 20:10:56,2022,1
705,21,M,Colombia,2023-06-03 20:42:22,2,7,77.07,0,0,4072,0.231,0.112,0.459,2027-05-11 20:42:22,0,0
706,53,M,Guatemala,2020-07-12 16:37:31,10,8,33.05,0,0,1811,0.225,0.249,0.606,2021-03-03 16:37:31,1721,0
707,23,M,Guatemala,2023-03-15 23:13:47,2,4,45.08,0,0,69,0.069,0.181,0.153,2027-06-05 23:13:47,0,0
708,48,F,Perú,2021-10-01 17:21:30,67,4,38.28,0,0,669,0.348,0.13,0.628,2026-03-03 17:21:30,0,0
709,36,F,Colombia,2023-04-19 05:29:32,57,2,60.64,0,0,3748,0.271,0.099,0.489,2027-09-21 05:29:32,0,0
710,61,F,México,2021-12-18 19:27:32,106,5,22.5,0,0,1936,0.081,0.173,0.691,2023-04-15 19:27:32,948,0
711,56,F,Chile,2023-01-30 22:46:11,36,3,37.75,0,0,1725,0.39,0.085,0.357,2027-03-03 22:46:11,0,0
712,44,M,Chile,2019-11-10 04:36:26,31,4,57.65,0,0,724,0.405,0.577,0.691,2022-07-05 04:36:26,1232,0
713,27,M,Chile,2020-09-27 13:30:03,77,3,99.74,0,0,1413,0.451,0.147,0.47,2021-02-17 13:30:03,1735,1
714,43,M,México,2023-09-13 18:47:25,87,7,56.3,0,0,586,0.515,0.12,0.094,2025-08-03 18:47:25,107,0
715,36,M,México,2023-06-05 01:40:39,62,5,46.56,2,0,3320,0.186,0.171,0.213,2026-06-18 01:40:39,0,0
716,56,M,Guatemala,2020-11-25 23:21:51,59,7,43.94,1,1,3883,0.254,0.165,0.242,2024-11-21 23:21:51,361,1
717,20,F,Perú,2019-12-13 10:17:07,33,7,100.42,0,0,456,0.362,0.119,0.367,2024-11-15 10:17:07,368,0
718,62,M,Colombia,2020-10-03 11:18:25,0,2,73.0,0,0,2795,0.251,0.051,0.435,2025-04-15 11:18:25,217,1
719,30,F,Guatemala,2019-05-13 18:37:12,16,3,22.88,0,1,4462,0.225,0.214,0.208,2020-02-08 18:37:12,2110,0
720,67,M,Perú,2023-12-11 00:31:57,30,2,5.0,1,0,4929,0.249,0.019,0.229,2028-11-04 00:31:57,0,0
721,45,F,Perú,2023-09-23 19:30:07,23,7,20.16,0,1,1336,0.093,0.132,0.44,2028-02-29 19:30:07,0,0
722,37,M,Perú,2023-10-20 10:58:35,51,6,54.15,0,0,4633,0.559,0.27,0.27,2025-09-09 10:58:35,70,0
723,45,F,Perú,2019-02-27 05:38:17,51,5,52.04,0,0,1755,0.028,0.147,0.34,2024-01-27 05:38:17,661,0
724,25,M,Perú,2023-07-30 15:38:07,27,6,55.44,0,0,4808,0.342,0.627,0.286,2027-07-08 15:38:07,0,0
725,58,M,Guatemala,2020-04-04 03:35:58,0,11,93.51,1,0,2431,0.052,0.244,0.61,2024-09-01 03:35:58,443,0
726,56,M,Chile,2022-03-01 11:27:10,13,7,53.98,0,0,3169,0.165,0.17,0.396,2026-02-19 11:27:10,0,0
727,18,M,Chile,2023-11-29 17:36:32,7,5,53.48,0,0,1306,0.372,0.137,0.055,2027-09-15 17:36:32,0,0
728,20,F,Guatemala,2020-06-06 06:40:59,12,1,45.13,1,0,516,0.443,0.071,0.543,2025-03-24 06:40:59,239,0
729,30,M,Guatemala,2020-04-05 20:12:56,28,5,58.71,0,0,3114,0.113,0.094,0.278,2021-03-02 20:12:56,1722,0
730,45,F,Perú,2019-02-20 14:07:33,2,2,66.55,1,0,2821,0.419,0.316,0.575,2021-06-27 14:07:33,1605,0
731,66,M,México,2019-11-19 09:55:09,0,9,51.34,3,0,2843,0.222,0.013,0.58,2020-06-28 09:55:09,1969,0
732,42,F,Perú,2022-10-21 01:39:30,17,6,20.64,0,0,3078,0.085,0.232,0.427,2024-06-14 01:39:30,522,0
733,50,M,Guatemala,2020-01-10 04:35:07,47,7,25.19,0,0,4946,0.296,0.127,0.328,2021-12-04 04:35:07,1445,0
734,55,M,Guatemala,2019-10-06 22:15:23,0,2,63.98,0,0,4016,0.08,0.376,0.299,2021-05-14 22:15:23,1648,0
735,23,F,México,2023-04-04 11:24:03,56,3,28.2,0,0,4634,0.488,0.383,0.738,2023-07-09 11:24:03,863,0
736,61,M,Guatemala,2022-10-27 02:05:50,14,6,43.72,0,0,3215,0.248,0.071,0.65,2023-04-17 02:05:50,946,0
737,62,M,Colombia,2021-01-02 22:29:39,3,6,5.0,0,0,3802,0.068,0.082,0.52,2025-08-29 22:29:39,80,0
738,49,F,Colombia,2021-01-21 23:40:02,25,2,73.4,1,0,3345,0.096,0.192,0.775,2022-10-30 23:40:02,1114,1
739,62,M,Guatemala,2023-09-21 09:47:59,91,3,35.7,0,0,875,0.202,0.122,0.23,2025-07-29 09:47:59,112,0
740,64,F,Guatemala,2020-01-10 04:02:28,23,4,5.0,0,0,4980,0.336,0.145,0.377,2023-02-21 04:02:28,1001,1
741,38,M,México,2021-02-25 17:26:52,34,3,66.61,0,0,1920,0.604,0.132,0.373,2024-07-24 17:26:52,482,0
742,33,F,Guatemala,2022-09-29 03:10:51,50,4,14.87,0,0,3784,0.084,0.38,0.335,2026-10-27 03:10:51,0,0
743,38,F,Chile,2021-03-24 17:07:49,48,1,20.81,0,0,2281,0.344,0.206,0.556,2023-08-08 17:07:49,833,0
744,28,F,México,2022-05-20 19:27:19,2,5,70.13,0,0,1022,0.2,0.407,0.409,2024-03-24 19:27:19,604,0
745,54,F,Guatemala,2023-05-07 10:54:28,40,4,34.69,1,0,4367,0.328,0.2,0.158,2027-03-21 10:54:28,0,0
746,53,M,México,2022-11-21 20:54:11,89,8,94.99,0,0,2337,0.489,0.062,0.48,2027-10-01 20:54:11,0,0
747,52,M,Guatemala,2020-05-16 08:02:19,36,5,15.62,0,0,4257,0.197,0.264,0.39,2022-06-14 08:02:19,1253,1
748,36,F,Guatemala,2023-01-04 16:56:31,54,6,91.04,2,0,3712,0.357,0.041,0.235,2026-04-03 16:56:31,0,0
749,37,M,Guatemala,2022-12-22 02:01:51,19,3,24.83,0,1,2560,0.066,0.233,0.765,2024-07-11 02:01:51,495,1
750,35,M,Perú,2023-09-15 07:17:27,11,8,41.36,0,0,4857,0.242,0.197,0.506,2027-03-14 07:17:27,0,0
751,64,M,Perú,2022-06-13 15:10:55,33,4,24.89,3,0,4546,0.797,0.117,0.533,2024-04-09 15:10:55,588,0
752,58,F,Chile,2021-11-14 00:28:29,20,5,76.73,0,0,3714,0.621,0.058,0.425,2023-11-20 00:28:29,729,0
753,66,M,México,2020-11-03 12:27:23,67,2,88.19,1,0,4993,0.305,0.183,0.358,2021-10-30 12:27:23,1480,0
754,31,M,México,2020-12-16 09:20:02,109,4,39.7,0,0,3232,0.076,0.228,0.177,2024-02-28 09:20:02,629,0
755,32,F,Colombia,2021-03-23 07:31:38,51,9,43.05,0,1,3436,0.423,0.314,0.405,2021-11-06 07:31:38,1473,1
756,48,M,Chile,2022-11-01 12:47:59,147,6,11.91,0,0,2559,0.096,0.115,0.528,2025-12-03 12:47:59,0,0
757,18,F,Perú,2020-12-22 19:01:53,12,0,79.05,0,1,2289,0.163,0.08,0.589,2025-10-08 19:01:53,41,0
758,20,F,Guatemala,2021-12-24 17:00:04,67,4,25.6,0,0,4410,0.134,0.386,0.435,2026-08-28 17:00:04,0,0
759,33,F,Guatemala,2022-08-14 22:12:58,12,3,17.89,0,0,1850,0.538,0.331,0.267,2024-01-04 22:12:58,683,0
760,40,M,Colombia,2023-11-22 15:13:27,3,4,49.71,0,1,4524,0.261,0.158,0.353,2028-02-09 15:13:27,0,0
761,28,M,Chile,2021-02-16 13:28:29,29,5,37.67,0,0,2173,0.374,0.278,0.493,2021-05-22 13:28:29,1641,0
762,29,F,Chile,2022-12-23 01:15:20,18,4,31.43,2,1,2138,0.2,0.082,0.097,2027-02-10 01:15:20,0,0
763,27,F,Colombia,2020-02-23 14:06:30,76,5,45.8,0,0,4270,0.378,0.257,0.053,2024-01-08 14:06:30,680,0
764,49,F,Perú,2021-11-13 21:03:01,20,6,32.96,0,0,4690,0.688,0.332,0.484,2024-04-06 21:03:01,590,0
765,33,F,Colombia,2023-06-23 17:36:49,78,4,53.92,1,1,3014,0.322,0.467,0.479,2024-03-01 17:36:49,627,1
766,25,F,Perú,2020-04-03 18:24:13,2,4,80.72,0,0,4577,0.091,0.114,0.514,2023-11-28 18:24:13,721,1
767,55,F,Perú,2023-06-28 00:14:04,53,7,5.0,1,0,736,0.278,0.326,0.481,2024-01-04 00:14:04,684,0
768,29,M,Chile,2023-07-29 16:04:16,42,7,58.36,0,0,2529,0.195,0.105,0.232,2026-09-24 16:04:16,0,0
769,41,F,México,2020-04-01 23:51:14,38,0,83.26,0,0,801,0.368,0.096,0.11,2022-04-27 23:51:14,1300,0
770,45,F,Guatemala,2023-09-18 15:21:13,13,8,58.52,1,0,4048,0.453,0.085,0.726,2025-10-23 15:21:13,26,0
771,25,F,Colombia,2020-07-06 00:23:51,45,7,81.24,0,0,315,0.154,0.079,0.229,2024-02-10 00:23:51,647,0
772,45,M,México,2019-10-07 23:26:28,19,2,67.68,0,0,2734,0.497,0.323,0.262,2022-12-14 23:26:28,1069,1
773,53,M,Perú,2020-02-11 18:49:55,37,12,57.43,0,0,4910,0.076,0.259,0.05,2021-05-26 18:49:55,1637,0
774,43,M,Guatemala,2023-03-18 19:13:09,24,8,15.06,0,0,2661,0.227,0.462,0.569,2024-06-18 19:13:09,518,0
775,25,M,México,2020-06-11 13:40:27,5,5,13.27,1,0,2587,0.324,0.202,0.49,2021-05-23 13:40:27,1640,0
776,67,F,Chile,2023-10-16 22:46:44,2,6,21.38,0,0,2232,0.652,0.167,0.313,2026-12-23 22:46:44,0,0
777,45,M,Guatemala,2022-12-02 03:18:26,13,9,75.8,0,0,4119,0.136,0.003,0.199,2026-07-09 03:18:26,0,0
778,45,F,México,2023-03-29 01:08:12,80,8,44.76,0,0,529,0.627,0.098,0.422,2024-10-16 01:08:12,398,0
779,54,F,México,2020-12-28 02:34:02,22,5,55.89,2,0,3732,0.365,0.114,0.163,2025-05-06 02:34:02,196,0
780,58,F,Colombia,2021-07-31 05:15:25,48,5,57.87,1,0,1540,0.104,0.286,0.603,2025-03-03 05:15:25,260,0
781,53,F,Guatemala,2020-09-22 02:17:24,25,3,43.67,0,0,3599,0.097,0.177,0.191,2021-06-08 02:17:24,1624,0
782,44,F,Perú,2021-10-11 21:20:16,95,11,48.35,0,0,332,0.265,0.005,0.547,2022-01-07 21:20:16,1410,1
783,34,F,México,2022-05-21 19:22:54,13,3,77.46,1,0,4276,0.201,0.088,0.214,2023-07-23 19:22:54,849,0
784,26,M,Perú,2022-03-29 05:00:51,1,4,38.79,0,0,4556,0.347,0.174,0.651,2024-12-19 05:00:51,334,0
785,50,M,México,2023-05-31 14:57:41,45,5,57.17,0,0,1092,0.192,0.676,0.467,2025-04-24 14:57:41,208,0
786,37,M,México,2022-07-30 06:34:50,36,6,32.91,0,0,2541,0.346,0.145,0.06,2025-07-05 06:34:50,136,1
787,30,M,Guatemala,2019-09-08 09:48:59,22,4,47.45,3,0,1973,0.243,0.141,0.388,2020-06-08 09:48:59,1989,1
788,45,M,Guatemala,2022-07-01 19:05:18,11,4,78.5,0,0,3325,0.244,0.461,0.814,2025-11-04 19:05:18,14,0
789,65,F,Colombia,2019-04-24 04:08:11,6,2,50.1,0,0,3248,0.444,0.078,0.667,2022-03-21 04:08:11,1338,1
790,46,M,Guatemala,2022-11-09 15:00:58,19,4,35.14,0,0,1133,0.304,0.176,0.804,2023-09-16 15:00:58,794,0
791,30,M,México,2021-10-16 12:58:02,32,2,76.39,0,0,1041,0.216,0.16,0.62,2022-07-25 12:58:02,1212,1
792,63,M,Colombia,2023-01-19 12:04:44,25,2,82.48,0,0,365,0.498,0.037,0.038,2026-06-10 12:04:44,0,0
793,52,F,México,2021-06-20 22:50:48,17,5,112.33,1,0,877,0.213,0.111,0.509,2024-12-08 22:50:48,344,1
794,23,F,Guatemala,2020-09-27 12:25:14,23,3,57.23,0,0,4942,0.194,0.327,0.498,2025-06-06 12:25:14,165,0
795,35,F,Chile,2020-10-25 01:41:40,3,3,27.76,0,1,3667,0.413,0.052,0.274,2022-11-03 01:41:40,1111,0
796,68,M,Perú,2020-11-29 00:56:02,35,5,32.74,0,0,4545,0.353,0.247,0.479,2025-01-22 00:56:02,300,0
797,22,M,Guatemala,2023-08-06 11:54:28,39,5,41.46,0,0,4873,0.277,0.165,0.42,2028-04-25 11:54:28,0,0
798,64,M,Guatemala,2021-03-05 19:15:21,0,9,65.61,1,1,2543,0.461,0.203,0.213,2023-02-19 19:15:21,1003,0
799,42,M,Perú,2023-04-29 05:03:34,9,6,26.57,0,0,973,0.389,0.124,0.209,2025-01-19 05:03:34,303,0
800,19,M,Guatemala,2023-10-20 10:04:03,2,11,64.26,0,0,2951,0.248,0.273,0.25,2024-02-17 10:04:03,640,1
801,27,F,Perú,2020-09-17 03:59:10,190,10,22.47,1,0,2102,0.248,0.109,0.297,2024-08-12 03:59:10,463,0
802,47,M,Guatemala,2020-06-16 14:23:48,26,4,44.63,0,0,3856,0.134,0.009,0.5,2022-04-06 14:23:48,1322,0
803,67,F,Perú,2020-05-21 15:31:53,18,4,28.03,0,0,1458,0.151,0.122,0.166,2024-11-25 15:31:53,358,0
804,62,M,México,2019-06-08 05:57:31,18,6,35.93,0,0,1538,0.166,0.207,0.644,2022-11-08 05:57:31,1106,0
805,22,F,Perú,2021-06-11 01:07:07,100,3,81.0,1,0,4550,0.545,0.204,0.269,2024-02-06 01:07:07,651,0
806,50,F,México,2019-03-03 08:51:02,32,8,13.51,0,0,585,0.294,0.051,0.927,2020-03-16 08:51:02,2073,1
807,18,F,Colombia,2022-05-20 18:54:32,5,8,68.5,0,0,1450,0.327,0.152,0.837,2025-06-20 18:54:32,151,0
808,35,F,Guatemala,2023-02-11 07:50:52,17,8,54.81,0,1,559,0.143,0.007,0.509,2024-05-30 07:50:52,537,0
809,49,M,Guatemala,2019-10-31 11:43:31,44,4,51.33,0,0,2459,0.552,0.034,0.529,2021-05-20 11:43:31,1643,0
810,64,M,Chile,2022-10-21 02:28:20,16,5,66.17,0,0,46,0.225,0.539,0.253,2026-04-22 02:28:20,0,0
811,66,M,Colombia,2022-04-03 08:31:34,11,3,50.12,1,0,948,0.142,0.244,0.162,2024-12-20 08:31:34,333,0
812,28,F,Perú,2020-02-15 00:59:18,142,2,24.33,0,0,274,0.252,0.222,0.295,2022-07-18 00:59:18,1219,0
813,38,M,México,2020-05-03 09:43:38,82,8,121.79,0,0,2835,0.175,0.099,0.318,2021-03-03 09:43:38,1721,0
814,43,M,Perú,2020-02-03 04:51:53,85,1,26.09,0,0,1618,0.303,0.291,0.772,2022-11-06 04:51:53,1108,1
815,42,M,México,2020-10-04 14:41:14,4,6,83.73,1,1,2643,0.173,0.584,0.664,2022-09-29 14:41:14,1146,0
816,39,M,Perú,2022-10-17 13:53:59,8,9,20.5,0,0,295,0.422,0.055,0.374,2024-10-06 13:53:59,408,0
817,44,F,Perú,2022-03-03 15:13:59,17,7,110.8,0,0,3447,0.093,0.092,0.501,2023-08-24 15:13:59,817,0
818,66,F,México,2020-01-01 12:31:13,53,2,19.96,1,0,4837,0.636,0.144,0.807,2022-07-20 12:31:13,1217,0
819,30,M,Perú,2023-01-29 03:14:34,40,3,36.46,0,0,251,0.259,0.052,0.24,2024-07-31 03:14:34,475,0
820,50,M,Chile,2022-03-27 22:53:08,56,1,5.05,0,0,917,0.092,0.261,0.623,2025-02-20 22:53:08,270,0
821,51,M,Guatemala,2020-07-19 18:46:14,76,3,35.28,0,0,398,0.3,0.069,0.208,2022-05-07 18:46:14,1291,0
822,58,F,Colombia,2019-06-25 21:47:16,45,7,58.0,1,0,4059,0.053,0.147,0.579,2023-02-23 21:47:16,998,0
823,52,F,Guatemala,2019-09-23 18:33:16,9,6,41.47,0,0,2488,0.496,0.108,0.655,2023-02-23 18:33:16,999,1
824,18,F,Chile,2019-05-27 18:14:58,10,4,83.4,0,0,2092,0.063,0.317,0.412,2022-02-18 18:14:58,1369,0
825,38,M,Guatemala,2021-02-04 13:04:22,13,3,50.73,1,0,2584,0.158,0.154,0.053,2025-01-09 13:04:22,313,0
826,65,F,Guatemala,2020-08-03 18:49:03,10,2,61.03,0,0,4714,0.226,0.095,0.242,2024-01-31 18:49:03,657,1
827,23,F,México,2019-03-21 13:50:02,8,4,50.44,0,0,712,0.169,0.193,0.382,2021-06-16 13:50:02,1616,0
828,45,F,Colombia,2020-06-13 00:12:48,41,2,32.66,0,0,3002,0.394,0.172,0.078,2025-02-08 00:12:48,283,0
829,34,F,Perú,2019-02-20 00:39:45,1,5,101.3,1,0,721,0.247,0.049,0.223,2019-08-22 00:39:45,2280,0
830,22,F,Perú,2023-01-18 14:01:12,39,4,58.99,0,0,2844,0.266,0.068,0.395,2027-05-31 14:01:12,0,0
831,48,M,México,2019-01-02 16:40:51,52,8,47.81,0,1,4253,0.424,0.136,0.426,2019-06-29 16:40:51,2334,0
832,22,M,Guatemala,2019-08-10 23:22:12,2,7,18.57,0,0,2279,0.161,0.055,0.309,2019-10-02 23:22:12,2238,0
833,55,M,Chile,2023-05-16 00:31:57,1,2,68.38,0,0,3571,0.28,0.341,0.445,2024-10-08 00:31:57,406,0
834,20,M,Colombia,2022-07-15 06:11:27,10,2,45.03,0,0,4473,0.275,0.595,0.434,2025-11-25 06:11:27,0,0
835,40,F,México,2021-07-10 20:40:06,7,3,63.9,0,1,347,0.409,0.12,0.294,2025-05-04 20:40:06,198,0
836,54,M,México,2019-10-10 18:23:40,26,8,49.92,1,0,2673,0.088,0.229,0.333,2020-03-24 18:23:40,2065,0
837,54,M,Colombia,2022-02-27 13:16:47,33,5,79.64,1,1,244,0.145,0.153,0.527,2025-02-11 13:16:47,280,0
838,27,M,México,2020-09-28 21:41:42,30,7,91.87,2,0,158,0.345,0.229,0.296,2025-02-06 21:41:42,284,0
839,27,F,Chile,2019-12-30 17:36:31,13,9,42.52,0,0,864,0.086,0.092,0.146,2020-08-04 17:36:31,1932,0
840,36,M,Colombia,2023-04-18 15:03:12,20,10,57.2,0,0,2221,0.203,0.077,0.487,2024-06-04 15:03:12,532,0
841,34,F,Perú,2022-10-06 21:24:34,30,5,20.8,0,1,3396,0.287,0.265,0.77,2027-07-08 21:24:34,0,0
842,38,F,Colombia,2022-10-05 10:07:29,3,7,35.36,0,0,4305,0.308,0.111,0.369,2027-07-23 10:07:29,0,0
843,31,F,Guatemala,2022-10-11 12:15:09,7,7,35.78,0,0,3767,0.254,0.168,0.452,2026-07-29 12:15:09,0,0
844,26,M,Perú,2023-03-20 01:58:48,66,7,46.29,0,0,4154,0.194,0.331,0.513,2025-06-20 01:58:48,151,1
845,63,F,Colombia,2022-07-10 00:18:03,12,6,22.62,0,0,3817,0.128,0.352,0.763,2025-11-30 00:18:03,0,0
846,18,M,Guatemala,2022-12-06 23:00:26,48,3,43.03,0,0,993,0.155,0.057,0.446,2027-09-05 23:00:26,0,0
847,68,M,Colombia,2020-06-25 23:02:38,8,7,40.46,1,0,2438,0.053,0.102,0.522,2022-06-30 23:02:38,1236,0
848,62,M,México,2019-01-16 06:21:06,1,4,108.56,1,0,4485,0.208,0.071,0.669,2021-10-14 06:21:06,1496,0
849,30,F,Chile,2019-01-18 12:10:18,20,7,33.25,0,0,244,0.538,0.353,0.491,2020-04-10 12:10:18,2048,0
850,21,F,México,2021-04-25 15:44:14,66,3,98.05,0,1,825,0.269,0.09,0.183,2025-04-28 15:44:14,204,1
851,18,M,Chile,2022-01-19 20:57:50,51,3,30.04,0,1,3387,0.375,0.059,0.374,2025-11-07 20:57:50,10,0
852,66,F,Guatemala,2021-12-21 14:41:00,8,5,56.3,0,0,1130,0.169,0.241,0.503,2023-04-14 14:41:00,949,0
853,57,F,México,2022-08-24 12:49:22,72,4,55.2,0,0,3939,0.191,0.05,0.537,2022-08-30 12:49:22,1176,0
854,49,F,Perú,2023-10-04 16:09:31,19,3,79.98,0,0,1069,0.104,0.065,0.158,2026-07-21 16:09:31,0,0
855,51,M,Chile,2021-03-31 04:04:20,1,8,76.6,0,0,3979,0.105,0.171,0.113,2023-10-12 04:04:20,768,0
856,45,F,Guatemala,2023-07-25 19:27:17,0,3,95.41,0,0,2396,0.352,0.08,0.711,2026-11-16 19:27:17,0,0
857,48,F,México,2019-07-16 20:46:04,19,5,55.59,0,0,848,0.432,0.136,0.463,2023-02-08 20:46:04,1013,0
858,25,M,México,2023-02-28 02:38:41,23,4,74.99,0,0,2226,0.157,0.238,0.113,2024-08-27 02:38:41,448,0
859,56,F,Colombia,2021-12-08 06:13:07,2,4,33.02,0,0,1776,0.055,0.111,0.456,2022-07-09 06:13:07,1228,1
860,43,M,Chile,2022-05-28 02:14:08,76,0,33.34,1,0,3664,0.306,0.014,0.232,2026-02-05 02:14:08,0,0
861,51,F,Chile,2023-09-07 16:41:18,37,6,68.48,0,0,263,0.294,0.206,0.274,2025-04-14 16:41:18,218,0
862,20,F,Colombia,2019-05-19 16:02:36,48,8,62.93,0,0,1316,0.367,0.468,0.07,2021-11-06 16:02:36,1473,0
863,67,F,Chile,2019-01-03 09:24:51,26,4,84.91,0,0,3321,0.132,0.276,0.101,2023-01-02 09:24:51,1051,0
864,29,F,México,2021-05-07 20:26:56,32,3,48.42,1,0,1020,0.16,0.049,0.285,2021-06-29 20:26:56,1603,0
865,18,F,Guatemala,2020-10-15 22:59:25,14,1,52.81,0,0,3941,0.299,0.258,0.15,2022-09-21 22:59:25,1153,0
866,61,F,Colombia,2019-07-20 08:17:35,34,4,19.68,1,0,4517,0.179,0.07,0.271,2023-07-20 08:17:35,852,0
867,22,M,Perú,2023-06-17 12:11:19,114,4,82.15,0,0,4237,0.556,0.058,0.338,2023-12-24 12:11:19,695,1
868,47,F,Chile,2023-03-26 19:08:13,31,7,47.84,1,0,930,0.171,0.091,0.397,2027-12-03 19:08:13,0,0
869,47,F,Colombia,2021-09-12 20:02:45,12,2,7.16,0,0,1491,0.357,0.081,0.241,2025-10-24 20:02:45,25,0
870,34,F,Colombia,2022-12-02 19:16:31,10,9,92.17,1,0,1976,0.255,0.139,0.84,2026-02-28 19:16:31,0,0
871,65,M,Perú,2019-01-30 06:36:25,99,6,81.57,0,0,4487,0.319,0.084,0.519,2019-05-18 06:36:25,2376,0
872,64,M,México,2019-10-07 14:08:21,6,2,47.82,0,1,3126,0.257,0.108,0.307,2023-03-09 14:08:21,985,0
